image,saturation,luminance,contrast,sharpness,rule_of_thirds_gridlines,rule_of_thirds_power_points,diagonal_dominance,entropy,symmetry,horizontal_vertical_line_ration,straight_diagonal_line_ratio
S2_620.0_-65.8728796155642*52.058970492739896.jpg,138.64299392700195,57.0871467590332,235.2549019607843,1493.7602767904693,85.5,85.16454661418682,223,6.492804170448047,114.37388159856845,0.6363636363636364,1.125
S2_2206.0_19.517022084089998*80.51324040850609.jpg,44.14465522766113,161.39281272888184,255.0,5396.488140165573,91.0,112.69871339105873,440,6.632248506851344,107.91216133231805,0.6,1.0980392156862746
S2_4721.0_-3.9813418024573903*12.3675941620697.jpg,134.8651580810547,202.71231651306152,138.84313725490196,701.4775810197153,4.0,126.01587201618692,1015,6.55709606804316,148.15709788637386,0.5789473684210527,1.0714285714285714
S2_4050.0_-74.356697094654*-7.268194121258089.jpg,233.76762580871582,71.69933700561523,255.0,1058.124223934252,179.5,211.74040710265956,60,4.843595962002567,98.49895924345994,0.5897435897435898,1.1071428571428572
S2_2861.0_109.488400221931*76.7172572267058.jpg,7.605820655822754,210.22004413604736,248.3627450980392,951.2583928787499,160.0,232.72515979154468,106,5.99762796546579,135.39713962923022,0.6,1.1428571428571428
S2_4726.0_89.67882099338591*62.8984091082977.jpg,231.92620754241943,72.07034587860107,166.6372549019608,274.2602503492583,34.5,87.0,186,5.548471075466088,124.21600845095519,0.6097560975609756,1.0819672131147542
S2_1951.0_-9.79360012232007*53.4054247063331.jpg,161.47213649749756,85.58136177062988,255.0,2598.0473507514575,48.0,137.2953021774598,1020,7.163833746529323,138.22464476998704,0.6829268292682927,1.0454545454545454
S2_1940.0_139.212607531689*72.437419352308.jpg,12.718505859375,209.66225242614746,232.2450980392157,420.36210052151,6.0,42.05948168962618,427,5.007474760897352,158.65975205597152,0.6976744186046512,1.0735294117647058
S2_327.0_-174.92000963389*64.6896127679782.jpg,104.4403829574585,110.94364070892334,255.0,2914.7933425106457,128.0,232.39836488237177,1022,6.455650511744116,113.31710635724545,0.7111111111111111,1.1159420289855073
S2_595.0_-89.57105110293921*13.4936540989351.jpg,253.35686492919922,59.133986473083496,71.7156862745098,62.59213989600539,105.0,131.46862743635836,1021,4.84690109830345,110.59462342378951,0.7083333333333334,1.1081081081081081
S2_223.0_-94.53318839520858*81.1004013012696.jpg,5.923060417175293,237.08350563049316,255.0,1621.545932872997,49.0,169.0562036720333,64,5.1832266928916635,44.22702092185231,0.7083333333333334,1.0789473684210527
S2_1157.0_3.7896122120594704*51.598856218048.jpg,196.85227298736572,62.579779624938965,240.9313725490196,469.47290404042593,165.0,287.50652166516153,209,5.931976074010279,202.78440303309404,0.6938775510204082,1.0921052631578947
S2_2551.0_1.9631672358373702*41.204863385024204.jpg,234.27053451538086,46.41180610656738,250.48039215686276,548.3995873480385,147.5,161.89502771858065,1023,4.992765289213303,84.49183561082438,0.7,1.103896103896104
S2_2437.0_-72.2720791765301*-73.3378949434793.jpg,4.66960334777832,214.20816040039062,254.02941176470588,620.2988384535504,317.0,321.2553501500014,0,5.587234761230494,149.62480670103093,0.7,1.0897435897435896
S2_1566.0_53.2156429558976*39.596198496628105.jpg,221.65334606170654,51.722779273986816,239.5,136.8972901005311,129.5,133.52153384379613,173,5.979464921974446,114.04913696010897,0.6862745098039216,1.075
S2_3780.0_-97.8964364438303*40.554461397026.jpg,154.73246669769287,155.36784553527832,254.51960784313727,3715.6990985858474,68.0,102.41581909060729,1013,7.269013047504227,80.9123532350737,0.6545454545454545,1.0224719101123596
S2_2568.0_75.67778901496571*11.400966348569998.jpg,129.25341129302979,63.01500988006592,243.2450980392157,433.7469670659484,26.0,196.42046736529267,278,6.268396645365838,94.77714708167306,0.6785714285714286,1.032967032967033
S2_84.0_170.206832625282*-43.226019577366706.jpg,200.67792987823486,67.04295444488525,255.0,1279.1745096705854,76.0,80.65358020571685,258,6.252517059533299,162.59028959743813,0.6964285714285714,1.021505376344086
S2_4915.0_119.10891409611*-33.8442341682262.jpg,135.90757083892822,168.86065196990967,255.0,5369.32826726182,68.0,71.00704190430693,862,7.595880816671496,96.21443158611301,0.7241379310344828,0.9900990099009901
S2_1782.0_45.6233041331882*13.2888371859291.jpg,169.20689010620117,82.13796424865723,245.86274509803923,925.6185927422997,8.0,113.13708498984761,1022,6.278972622299941,150.75647551181993,0.7288135593220338,1.00990099009901
S2_742.0_-106.97069453533001*74.9751356065172.jpg,3.3651819229125977,240.12248420715332,196.58823529411765,832.2207982453926,18.0,53.600373133029585,1019,5.354721377582316,91.49674126123374,0.7096774193548387,1.029126213592233
S2_894.0_-116.61595132411199*71.3046226822497.jpg,5.473104476928711,233.97591495513916,202.77450980392157,2032.155702252517,47.0,152.81688388394784,467,5.7095354779611105,88.4164700976112,0.7142857142857143,1.0
S2_368.0_-73.6502534978168*-9.80745026851568.jpg,194.3200330734253,66.39094638824463,180.98039215686273,346.34667060234494,2.0,26.40075756488817,174,4.976688291593623,34.93273942653231,0.6617647058823529,1.0089285714285714
S2_721.0_141.653203899037*52.84874046283979.jpg,129.52592658996582,104.5133285522461,244.55882352941177,648.652879406896,36.0,89.05054744357274,1020,6.262874203622721,48.23233085452089,0.6811594202898551,0.9747899159663865
S2_1367.0_11.643903464406*-16.69858131437.jpg,235.81984996795654,50.521432876586914,232.0,89.94733990145323,261.5,266.39069052802876,39,4.496090186438193,57.450280736737156,0.6714285714285714,0.9669421487603306
S2_667.0_-53.4022267506084*5.57702587060828.jpg,112.74830722808838,110.72147846221924,255.0,1254.7302665324478,46.0,163.8108665504215,541,7.075211956349607,103.23921351084813,0.6857142857142857,0.9672131147540983
S2_2194.0_152.804162707376*58.8833380839466.jpg,160.3732032775879,77.14458847045898,247.95098039215685,1230.6715110427942,133.0,186.06719216455113,288,6.76543012352293,113.99179346685918,0.704225352112676,0.983739837398374
S2_2591.0_128.882619288905*71.71520133472642.jpg,8.260361671447754,212.12177562713623,251.07843137254903,3367.4866798789276,42.0,84.72307831990054,407,6.719808032270861,92.2271495899358,0.6986301369863014,0.96875
S2_2794.0_-82.57377953896051*9.59123754460227.jpg,179.80289268493652,93.6065559387207,255.0,1797.675989125936,34.0,66.27216610312357,267,6.808192195870342,131.60003237092096,0.6710526315789473,0.900709219858156
S2_3815.0_-110.969278502368*55.9865633160306.jpg,139.44260120391846,110.54765319824219,254.81372549019608,3215.117953867976,40.0,54.230987451824994,253,6.925329948623304,111.86682677504773,0.6341463414634146,0.9054054054054054
S2_1271.0_137.52568816225*-34.1026203103055.jpg,182.00984382629395,117.3984899520874,253.58823529411765,1189.0655984702842,18.0,80.05623023850174,173,6.750811195670211,110.50737700790573,0.611764705882353,0.9013157894736842
S2_522.0_12.540367433784699*38.0141987543941.jpg,153.10569858551025,78.65198516845703,252.02941176470588,436.31736387437445,26.0,309.1811766586058,136,6.5142714586236545,150.98347179061793,0.5977011494252874,0.9084967320261438
S2_2445.0_-94.6344163174258*29.4954402800095.jpg,139.41034412384033,76.38946914672852,247.99019607843138,543.3692181181625,213.5,164.20109622045769,1019,6.869262051762565,71.47765366599158,0.5977011494252874,0.9025974025974026
S2_3933.0_-26.1836384440474*71.7112803238925.jpg,47.684560775756836,151.41425323486328,254.34313725490196,12227.643565737542,170.0,95.2732911156112,1017,7.249987274292506,110.928758757403,0.6022727272727273,0.9155844155844156
S2_4443.0_74.8270251156777*14.4480755653332.jpg,152.85994911193848,97.82853031158447,252.88235294117646,3609.661885591415,35.0,118.25819210524064,418,6.811054166452996,128.13622101381335,0.5760869565217391,0.9119496855345912
S2_4692.0_74.1346003583169*25.8566119404467.jpg,140.9674253463745,176.10651206970215,235.2549019607843,3734.6193975776882,12.0,30.463092423455635,474,6.958108686394879,81.67679256965944,0.6,0.9325153374233128
S2_810.0_-85.89810150766841*79.3593599116635.jpg,9.34246826171875,218.96066665649414,241.73529411764707,1233.994739920394,139.0,146.4923206178399,804,5.905999090607777,69.52164775674704,0.59375,0.9272727272727272
S2_1576.0_163.999205754569*-77.41696630126309.jpg,21.153667449951172,173.0668420791626,255.0,4190.069374030029,24.5,125.29964086141668,1020,7.529446744738615,124.65199322389188,0.57,0.9235294117647059
S2_1276.0_24.7539760576896*-8.06300965413942.jpg,132.70751190185547,93.84835052490234,160.51960784313724,484.409126373881,139.0,147.00340132119393,1012,6.157059227815244,81.84142210088726,0.5784313725490197,0.9415204678362573
S2_1317.0_106.23308896753299*20.1504364563549.jpg,194.90728282928467,67.3139762878418,240.94117647058823,1781.5309839244696,42.5,71.25307010929424,1022,6.456790066110112,55.73058861788618,0.5728155339805825,0.9473684210526315
S2_196.0_-87.999748923527*77.5187341013006.jpg,3.180643081665039,238.71346187591553,133.9313725490196,109.88934993667382,15.0,38.01315561749642,1019,3.30798735917471,44.80415601857897,0.5619047619047619,0.9534883720930233
S2_940.0_46.2172988662393*66.72501960064429.jpg,165.68571186065674,51.533806800842285,254.2549019607843,4756.654969171774,32.0,163.76812876747417,247,6.057793086754377,79.0103326042688,0.5714285714285714,0.953757225433526
S2_1381.0_-138.233118387373*60.2260017752931.jpg,4.322953224182129,213.2371129989624,254.97058823529412,7294.508107927738,115.0,155.66630977832037,161,5.25967699365411,112.45344024512288,0.5660377358490566,0.9485714285714286
S2_3528.0_23.8575185318793*-27.4897624749004.jpg,160.4825897216797,170.32032775878906,203.6470588235294,568.3639782169759,115.0,178.01123560045303,1016,6.489698680772177,86.18656149139532,0.5688073394495413,0.9606741573033708
S2_692.0_-84.94614914561491*21.88965571279.jpg,236.31327438354492,93.52571964263916,250.05882352941177,246.80270947921963,74.5,206.54539452623968,88,6.24054781185879,148.9471294994202,0.5688073394495413,0.9344262295081968
S2_1502.0_59.4991192468105*22.6429254651228.jpg,239.7777452468872,54.1702995300293,226.81372549019608,866.8160877017654,7.0,229.14187744713973,244,4.6550625378737465,131.44765754128645,0.5727272727272728,0.9402173913043478
S2_4906.0_116.14932513850599*-29.6253181061818.jpg,210.84772300720215,153.89546298980713,253.87254901960782,2777.962680798832,75.0,70.34912934784623,1018,7.640087281587908,89.37267171661726,0.5603448275862069,0.9731182795698925
S2_2037.0_-166.083812060315*61.47924387788711.jpg,142.03377723693848,96.50288963317871,255.0,3564.2614564857195,43.0,36.05551275463989,541,7.08008450307205,78.14970575923965,0.559322033898305,0.968421052631579
S2_792.0_17.5099319279244*62.0960737669072.jpg,204.60324668884277,47.28297996520996,237.1176470588235,157.78182070464962,314.5,352.4599268001967,1023,4.688770032995919,70.87827101578478,0.55,0.9789473684210527
S2_4156.0_135.213376298229*-15.681022413881.jpg,147.46685981750488,165.95570755004883,205.10784313725492,1736.7930020056665,8.0,94.40338976964757,573,6.802542934729805,61.47859621586492,0.5447154471544715,0.9844559585492227
S2_891.0_91.82410520503021*22.1979624152983.jpg,68.7734317779541,144.56358909606934,187.01960784313727,32.61543559951588,165.0,176.61540136692497,0,4.401140592314105,89.92957353156292,0.5609756097560976,0.9896907216494846
S2_4518.0_52.3924163574302*32.3722026443628.jpg,138.4532871246338,192.41922569274902,251.23529411764707,1979.897163728591,31.0,79.40403012442127,1018,7.218495126413936,119.932115334661,0.5714285714285714,0.9753694581280788
S2_3750.0_94.61744149513521*18.2346353465867.jpg,145.4487133026123,82.5482120513916,232.52941176470588,1858.8108188550086,50.0,80.2807573457052,1022,6.606384555162416,74.43995445375447,0.5669291338582677,0.9567307692307693
S2_201.0_-76.3831735774677*73.1164361076689.jpg,16.934300422668457,184.1598014831543,255.0,3996.528406055794,52.0,72.83543093852057,1017,6.417069831288216,100.30179271914066,0.5692307692307692,0.9760765550239234
S2_4028.0_-108.68173586254998*49.493199185958204.jpg,160.94878482818604,138.23379230499268,254.94117647058823,3062.3156461004673,23.0,139.31618714277246,474,7.177698034703882,131.96539579331068,0.5671641791044776,0.9813084112149533
S2_1909.0_13.6741150734545*54.0575385922204.jpg,161.96922206878662,81.12717628479004,212.73529411764704,184.1297195202554,315.0,351.60204777560665,0,5.672800088249163,146.74486781399676,0.562962962962963,0.985981308411215
S2_1202.0_164.544125338013*-75.3247134091887.jpg,35.22135925292969,183.99899578094482,255.0,3474.6018865600327,88.0,131.20975573485381,1019,6.410979286518706,89.07401103783148,0.5620437956204379,0.9861751152073732
S2_4112.0_101.678492214571*28.761131295156698.jpg,158.36364650726318,91.5277738571167,255.0,4649.442662185373,6.0,22.80350850198276,1014,7.234348424625473,115.5651611297748,0.5714285714285714,0.9777777777777777
S2_3639.0_-96.69754529324172*52.2025291322758.jpg,106.76753616333008,115.09684562683105,216.28431372549022,95.92229174100686,44.0,65.94694837519019,93,6.044903321776365,64.24591748113173,0.5704225352112676,0.9737991266375546
S2_299.0_-179.730703232987*65.7149238729715.jpg,11.590644836425781,190.8893575668335,255.0,2758.113278014266,31.0,98.47842403288143,314,7.101825245557189,107.41105277770767,0.5578231292517006,0.9870689655172413
S2_4213.0_13.886919989967101*-14.2141239146076.jpg,173.40031909942627,139.26791954040527,228.22549019607845,5210.175336332377,11.0,137.05838172107534,370,7.280384953855581,99.14873658620435,0.5466666666666666,0.9789029535864979
S2_2466.0_-18.267312438294802*81.71283131717071.jpg,2.3353891372680664,229.96374607086182,221.77450980392157,1800.1675977694622,66.0,34.52535300326414,475,5.9809316551278044,108.07661159297123,0.56,0.9790794979079498
S2_493.0_143.076290490359*75.8574872526136.jpg,138.24704933166504,22.069357872009277,254.37254901960785,324.43256091663244,195.0,238.65665714578338,95,4.0676589044561275,85.11452263558942,0.56,0.975
S2_4715.0_48.072823246130504*48.8836802353822.jpg,128.47558212280273,148.23849201202393,216.08823529411765,917.0276408929727,30.0,94.92101980067429,255,6.548607251371223,98.35564008524558,0.5723684210526315,0.9835390946502057
S2_237.0_122.77285087653799*13.3306396342466.jpg,243.7667293548584,43.17539596557617,255.0,631.2113047054839,19.0,102.17631819555841,0,4.769708725542578,29.062731640356898,0.5686274509803921,0.97165991902834
S2_1085.0_-54.801367325261204*-13.324066786789501.jpg,143.3946876525879,105.5963306427002,215.56862745098042,525.158316986746,59.0,130.38404810405297,1021,6.537984221219336,127.79796285791797,0.5844155844155844,0.976
S2_1981.0_-24.68312386269*69.3712430914692.jpg,10.168047904968262,209.2861795425415,255.0,5329.872589216409,16.0,152.31546211727817,1018,6.8867191596842385,79.56613592329475,0.5935483870967742,0.9724409448818898
S2_1151.0_-93.8190054614291*76.2867062516697.jpg,4.1644487380981445,236.59639072418213,255.0,578.1973967553204,61.5,51.03920062069938,56,4.662868041132575,137.85975724705986,0.5935483870967742,0.96484375
S2_2063.0_10.7949322594879*22.1692599103324.jpg,78.74985027313232,253.01207447052002,198.6372549019608,75.48540590584739,162.0,168.57639217873896,174,3.155819626703329,92.55018308421874,0.6,0.9649805447470817
S2_1657.0_29.356422979314498*44.9155293135458.jpg,161.3199281692505,95.7355489730835,255.0,855.5012905642943,61.0,110.11357772772621,1020,7.174147587860875,85.15118595187761,0.6,0.9501915708812261
S2_244.0_108.91426246430201*18.4097529259098.jpg,207.79559230804443,92.46265125274658,254.61764705882354,1860.9210787629709,48.0,65.11528238439882,468,6.895639355284852,77.38363643116233,0.5923566878980892,0.9541984732824428
S2_3521.0_49.106405711405706*31.2904512908777.jpg,132.9749755859375,215.74197959899902,228.13725490196077,2182.3776756739244,153.0,133.37541002748594,248,6.976564898186262,74.71488528602019,0.6037735849056604,0.9659090909090909
S2_3834.0_3.44246164081815*28.4728565438726.jpg,199.18634796142578,218.2167091369629,186.921568627451,2438.343727099994,41.5,50.48762224545735,1019,6.838367837281719,86.19288994516444,0.6125,0.9416058394160584
S2_147.0_178.923365477704*71.16358099725929.jpg,0.09260749816894531,190.3197431564331,255.0,1900.676867621593,5.0,55.226805085936306,1017,6.799739598897888,120.94276649121944,0.6158536585365854,0.9532374100719424
S2_1015.0_37.9253755075649*46.458503591127396.jpg,125.40928840637207,97.63267517089844,254.2156862745098,705.6735851068645,8.5,41.19465984809196,216,7.093395356935907,86.19311399582215,0.6265060240963856,0.9540636042402827
S2_1963.0_-82.27456107637299*73.72621126329359.jpg,105.93038177490234,89.02772521972656,255.0,2397.3847383400425,2.0,55.71355310873648,292,7.37357845259903,112.76141755634639,0.6287425149700598,0.9379310344827586
S2_3875.0_164.805251631857*-20.895198757320003.jpg,152.15303421020508,77.93603229522705,255.0,1933.1865939299685,21.0,176.13914953808538,267,6.907013826057705,112.23931813696467,0.6369047619047619,0.9290540540540541
S2_544.0_99.85691114723619*-0.37980396441435205.jpg,228.0622444152832,57.998069763183594,253.7941176470588,1228.9112337271729,157.0,169.11830178901394,270,5.442811127704262,95.20158993379495,0.6352941176470588,0.9328859060402684
S2_1738.0_-53.1427506306979*81.9167078549315.jpg,6.982695579528809,212.14234161376953,254.7941176470588,2927.159537072992,96.0,91.41115905621152,1018,6.22384708434147,81.87651395142882,0.6242774566473989,0.9273927392739274
S2_2711.0_9.460889592913711*37.3317977168658.jpg,160.512282371521,69.55803489685059,255.0,1483.0676214133696,151.0,244.20073709962466,379,6.501676754102054,175.90847093502535,0.6358381502890174,0.933993399339934
S2_4108.0_33.4437162652953*-17.876293653249103.jpg,145.3458547592163,129.9142198562622,211.30392156862746,1373.188623639231,15.0,57.42821606144492,1015,6.19237860035189,64.71686830936846,0.6285714285714286,0.9076433121019108
S2_3889.0_25.6453256272353*28.592830637213503.jpg,106.50442600250244,251.15980434417725,92.5392156862745,45.12946880258096,36.5,79.98124780221924,1020,4.0197509531032,27.873316597755462,0.6292134831460674,0.90625
S2_2765.0_-135.90926313894698*58.201134921224394.jpg,206.5050277709961,82.21778011322021,251.1764705882353,1414.5419175568622,3.0,22.825424421026653,627,6.6723363710679555,113.44704005185675,0.6277777777777778,0.9071207430340558
S2_3970.0_-107.902837429184*58.6296553168215.jpg,180.91603565216064,65.64606857299805,252.64705882352942,1927.0826754176123,43.0,181.1767093199344,0,6.69881887211501,107.12214003944773,0.6333333333333333,0.9102167182662538
S2_346.0_-8.27584767661776*9.81940806132089.jpg,160.72496032714844,118.08148956298828,169.34313725490196,641.7235538443128,1.0,205.6817930688081,1015,6.124290822448792,107.68183520599251,0.6574585635359116,0.9146341463414634
S2_2405.0_-75.7331498230653*35.5910297145189.jpg,159.51796340942383,87.55289936065674,252.35294117647058,458.57650911701785,118.0,97.01546268507923,1021,6.78735236932735,68.3243180569964,0.6538461538461539,0.9066265060240963
S2_2012.0_107.440778790998*-7.57767773290315.jpg,187.33239364624023,62.62147045135498,249.4313725490196,1418.366412456741,5.0,159.02201105507376,1022,6.347618619307136,91.35491155438464,0.6521739130434783,0.9101796407185628
S2_4608.0_-10.1415102464704*27.929589161093197.jpg,224.72077655792236,223.17016887664795,189.1470588235294,701.5137259124541,26.0,63.953107821277925,1015,6.776049226233647,106.97969587327638,0.6368421052631579,0.9174041297935103
S2_4888.0_-86.90766262123529*45.495286530797.jpg,185.88989639282227,41.803460121154785,247.1372549019608,247.64028325935575,103.0,151.79591562357663,1023,5.59422356781139,36.9712806791613,0.6354166666666666,0.9235294117647059
S2_3986.0_118.239793030615*36.8383533261545.jpg,126.51164054870605,114.23988819122314,255.0,3325.651239366969,22.0,86.05230967266364,332,7.339172182175078,102.20231070252811,0.6377551020408163,0.9171428571428571
S2_1696.0_140.39140749503701*49.614295703538296.jpg,192.2480068206787,81.07617282867432,218.7549019607843,989.0047416442394,40.5,46.87216658103186,1020,6.676122644138421,78.17742623490268,0.6313131313131313,0.9202279202279202
S2_41.0_-98.6389455928178*-71.97619183840341.jpg,6.497459411621094,210.92142581939697,255.0,1196.2945251778858,9.0,40.0,1019,6.270560342621487,108.16707607422244,0.625615763546798,0.9269662921348315
S2_1645.0_116.50989469304301*64.05738648824.jpg,160.14892387390137,87.22454738616943,223.87254901960785,469.3122958688713,12.0,75.6042326857432,1020,5.975289213985024,76.82132857603013,0.6153846153846154,0.9056603773584906
S2_1437.0_-47.13278309724279*-0.7793127106742009.jpg,120.98218441009521,109.47238254547119,255.0,1986.8137924554692,193.0,236.02754076590298,231,7.2887230836635,175.55193324541185,0.6298076923076923,0.9112903225806451
S2_830.0_-80.2035677881545*-3.26586287045233.jpg,148.56856632232666,65.16460800170898,244.84313725490196,1135.3976041181993,109.0,110.8873302050329,82,6.38708904605696,90.4659300184162,0.6267942583732058,0.9139784946236559
S2_1286.0_-153.668918430802*59.117840718591395.jpg,154.87611198425293,97.60862636566162,254.4313725490196,5199.84616382274,78.0,163.47782724271815,248,7.1488558488502285,84.55686158547104,0.6350710900473934,0.9249329758713136
S2_329.0_96.27216442496571*48.860062692185494.jpg,143.81652927398682,150.4966859817505,255.0,1346.7096022681958,118.5,151.32085117392117,150,6.719431240808051,119.39953864752177,0.6350710900473934,0.9175531914893617
S2_2710.0_23.400463611718603*57.00822533374001.jpg,184.1476821899414,59.52204132080078,248.45098039215685,1332.8831478044144,147.0,245.60130292814003,235,6.088560605862814,60.92861680473987,0.6367924528301887,0.9228723404255319
S2_1541.0_-144.280992476*60.0744277279895.jpg,182.1373176574707,102.54948711395264,254.15686274509804,1306.6118363923279,10.0,110.3675676999362,208,6.965233831800578,88.49944590404802,0.6384976525821596,0.9232804232804233
S2_688.0_-112.89878497048299*72.89314039460659.jpg,3.7678117752075195,234.65751838684082,197.1078431372549,412.4070227112243,6.5,72.00694410957877,1017,5.507377475188742,133.5793611544363,0.6210045662100456,0.9149484536082474
S2_185.0_127.125702034649*-3.2952111875449996.jpg,185.58366203308105,73.26007080078125,255.0,1105.2499503474533,21.0,3.605551275463989,140,6.57775826931645,134.44017232767231,0.6227272727272727,0.9060913705583756
S2_640.0_177.65682220696098*-37.815757944727004.jpg,147.95306777954102,67.86080741882324,254.49019607843135,538.3400789515581,20.0,157.15279189374905,61,5.460192016445431,123.51127171718471,0.6188340807174888,0.9116161616161617
S2_1029.0_63.9420896064998*61.728419460169995.jpg,139.85734176635742,79.56476402282715,239.91176470588235,802.387146621257,20.0,56.753854494650845,1017,6.275545444864373,98.62437000458179,0.6167400881057269,0.9039408866995073
S2_1041.0_12.3171399706665*-14.055976978237199.jpg,206.11576461791992,76.4955825805664,238.2058823529412,620.9306863316373,101.5,107.93516572461452,435,6.0705859907010105,84.210718389716,0.6103896103896104,0.916256157635468
S2_4149.0_63.600966844504995*53.543173696789.jpg,152.10378170013428,115.75990867614746,239.22549019607843,1449.87264692512,28.0,59.93329625508679,1014,7.0115270772692,91.16375621033991,0.6085106382978723,0.9219512195121952
S2_123.0_-118.13114171817301*76.46028521565479.jpg,5.034880638122559,230.9003505706787,123.45098039215685,919.2692794892748,39.0,47.01063709417264,1015,4.556015714380138,137.44890669430865,0.5983263598326359,0.9204819277108434
S2_3470.0_128.74868441801598*55.2378707006648.jpg,13.84787654876709,212.53231048583984,243.02941176470588,8413.6656049837,25.0,143.58621103713267,209,5.620778958732668,93.99078908114558,0.6016597510373444,0.9256594724220624
S2_1877.0_23.141725967160898*32.316148558350704.jpg,166.6148862838745,251.3204050064087,207.2450980392157,282.79689490062276,64.0,104.31682510506155,1018,5.427008974677884,104.5574351599556,0.6024590163934426,0.9265402843601895
S2_1495.0_-12.8511332209524*81.17939316801309.jpg,5.339366912841797,229.01382064819336,255.0,1285.876957866151,187.0,215.61539833694624,142,5.740022922405249,91.99805907065239,0.6,0.92018779342723
S2_2042.0_17.2367893436729*54.747809855563.jpg,140.01186275482178,95.24017524719238,254.45098039215685,3633.7304275298256,57.5,112.25862995778988,780,7.300866204240303,161.44391112202308,0.6081632653061224,0.9205607476635514
S2_4263.0_137.60147926577*53.1593344318991.jpg,217.65859985351562,97.81489658355713,221.30392156862746,2142.984748275578,99.5,118.1185844818672,1016,6.630207584882467,76.1652095493374,0.6088709677419355,0.9172413793103448
S2_2389.0_79.1713421778295*-68.3112649525526.jpg,45.630022048950195,90.1948881149292,255.0,6671.954494209919,213.0,188.6001060445089,666,4.814568114647445,107.626220703125,0.606425702811245,0.91324200913242
S2_3547.0_-0.69109936279753*14.132244378474901.jpg,179.62140274047852,208.57577514648438,232.41176470588235,3079.8008933120873,9.0,67.26812023536856,1020,7.178247562829798,83.63535368614863,0.6055776892430279,0.9076576576576577
S2_372.0_66.4964373057679*75.99794231771492.jpg,6.358526229858398,213.6289472579956,239.8235294117647,1751.3966125050122,12.0,58.249463516842795,1020,6.714324655110942,111.44343908113898,0.6126482213438735,0.9147982062780269
